candidate_ref,name,email,phone,current_company,title
C:\Workspace\java\scrape_indeed\fed_part_1\2841.html#5144,Johnathan Guerra,davidrobertson@example.org,611.464.9133,Webpro,Web Developer - Consultant
C:\Workspace\java\scrape_indeed\web_dev_part_1\2400.html#29570,Veronica Smith,conleyjohn@example.com,909-377-5396x73794,"Ramirez, Mack and Bradshaw",Independent Consultant
C:\Workspace\java\scrape_indeed\fed_part_1\3075.html#5404,Steven Scott,dingram@example.net,458-341-5608,"Joyce, Miller and Camacho",Back- end Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\489.html#26997,Jennifer Pugh,,758.592.9880,"Valentine, Schmidt and Brooks",Systems Administrator
C:\Workspace\java\scrape_indeed\fed_part_1\720.html#5882,Chad Hurley,jonesjeanette@example.net,439-891-0622x7236,TKC,Front End Engineer
C:\Workspace\java\scrape_indeed\web_dev_part_1\293.html#30157,Corey Flowers,perezstacy@example.org,(319)923-7245x0184,Guerrero LLC,R&D Software Engineer
C:\Workspace\java\scrape_indeed\java_dev_part_0\2162.html#13620,Kimberly Bishop,chadwerner@example.net,340-364-1769x27438,Caterpillar,Sr. Full stack Java Developer
C:\Workspace\java\scrape_indeed\dba_part_1\1738.html#822,Miss Linda Cox DVM,bcopeland@example.com,7143448564,Network,IT Specialist (Customer Support)
C:\Workspace\java\scrape_indeed\fed_part_1\79.html#5958,Samantha Freeman DDS,qobrien@example.com,7918919113,Higgins-Williams,Senior Software Engineer
C:\Workspace\java\scrape_indeed\sys_admin_part_1\715.html#24573,Jessica Murray,bentleylisa@example.net,001-660-739-2051x4607,Technology,Systems Administrator II
C:\Workspace\java\scrape_indeed\it_sa_part_1\2529.html#10984,Hailey Beltran,joshuabowers@example.com,742.738.8565x271,Multiple,Senior CNC Consultant and Architect
C:\Workspace\java\scrape_indeed\sys_admin_part_2\2308.html#26343,Natalie Huff,leslietorres@example.net,965-797-2634,Shaffer-Huang,Apple Senior Specialist
C:\Workspace\java\scrape_indeed\java_dev_part_0\2145.html#13601,Tina Morris,lopezlance@example.net,001-884-688-2691x311,Liberty,Sr. UI/UX Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\564.html#27081,Gerald Gomez,samanthagarcia@example.net,999-515-3703x8240,Hawkins-Murillo,Data Systems Administrator
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2374.html#22311,Cody Stone,yburton@example.net,754-565-5358x512,"Riley, Davis and Lowery",SOFTWARE DEVELOPER
C:\Workspace\java\scrape_indeed\web_dev_part_1\2385.html#29552,Dr. Kimberly Garcia,jenniferrobbins@example.net,+1-937-849-0797,Benton and Sons,Web Programmer
C:\Workspace\java\scrape_indeed\sys_admin_part_1\671.html#24524,Jerry Santos,thomas21@example.net,(914)694-0976x263,NOMACO,SYSTEMS ADMINISTRATOR
C:\Workspace\java\scrape_indeed\sys_admin_part_2\867.html#27417,Megan Rivera,ithomas@example.net,001-350-890-5911,Premier,System Administrator
C:\Workspace\java\scrape_indeed\it_pm_part_1\2826.html#8221,Jane Wells,isaac45@example.org,001-764-971-2463x351,Warren Inc,Senior Operations Manager
C:\Workspace\java\scrape_indeed\fed_part_1\2979.html#5296,Robin Wallace,mcconnellpamela@example.org,741-952-9821x7392,"Kelley, Price and West",Front- End Web Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\2479.html#26532,Julian Morgan,donald73@example.com,8505791815,Flores-West,Contract Systems Engineer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\586.html#23408,Tony Simmons,fbennett@example.org,515.387.9647x4080,"Russo, Rodgers and Warren",Software Developer
C:\Workspace\java\scrape_indeed\fed_part_1\1425.html#3571,Jacob Lyons,coreydodson@example.org,001-351-637-3990x063,Kingsoopers,"Scan, Bag, Go - District Trainer"
C:\Workspace\java\scrape_indeed\web_dev_part_1\2644.html#29840,Jason Ramirez,lisafreeman@example.net,4609723111,White LLC,WEB APPLICATION DEVELOPER / WEBMASTER - MARKETING
C:\Workspace\java\scrape_indeed\dba_part_1\215.html#1280,Patrick Moses,smitchell@example.com,001-541-416-3187,"Cowan, Harrison and Rodriguez",Sr. Database Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\2208.html#29356,Roy Lopez,allenchristina@example.com,001-727-690-8335x0902,Bell and Sons,Freelance
C:\Workspace\java\scrape_indeed\net_admin_part_1\1690.html#15549,Amy James,william32@example.net,657.407.1398,WEBIT,FIELD TECHNICIAN/ NETWORK ADMINISTRATOR
C:\Workspace\java\scrape_indeed\it_pm_part_1\2064.html#7375,Victor Brown,ortizamanda@example.net,001-825-350-2130x6090,Logistics,Senior IT Project Manager/Consultant
C:\Workspace\java\scrape_indeed\it_pm_part_1\1389.html#6624,Pamela Johnson,smithmadison@example.com,001-664-796-7379,IT,Business Development / EQH&S Manager
C:\Workspace\java\scrape_indeed\sys_admin_part_3\213.html#27691,Mallory Mendoza,shawnsuarez@example.org,(642)464-2506,Stevens Ltd,UNIX/LINUX Systems Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\1383.html#15208,Sarah Archer,marygomez@example.com,(567)577-6755x56283,"Lee, Lee and Russo",Project Coordinator for Scrip program
C:\Workspace\java\scrape_indeed\it_sa_part_1\3043.html#11556,Lisa Mccullough,tbrooks@example.org,(427)818-7496x0335,Disposable,Quality Control Chemist
C:\Workspace\java\scrape_indeed\it_sa_part_1\173.html#10096,Jessica Hahn,bensonpaul@example.net,(749)926-9326,Parrish and Sons,Application support specialist
C:\Workspace\java\scrape_indeed\web_dev_part_1\1030.html#28048,Katelyn Bishop,lowekristin@example.org,5006515532,Cox LLC,Front-End Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\347.html#26840,Sandra Alvarez,keithgarcia@example.net,(922)661-8962,GigaNetworks,IT/ Network Security Systems Engineer
C:\Workspace\java\scrape_indeed\web_dev_part_1\2617.html#29810,Victoria Cox,,4796551512,"Long, Hernandez and Haney",Senior Web Analyst
C:\Workspace\java\scrape_indeed\it_pm_part_1\2217.html#7545,Maureen Nixon,kelly15@example.net,909.796.2543x8480,Williams and Sons,"Supervisor, Customer Service"
C:\Workspace\java\scrape_indeed\it_pm_part_1\2079.html#7391,Deborah Ferrell,billy71@example.com,+1-502-990-9046,Price-Dominguez,EPMO/Continual Improvement
C:\Workspace\java\scrape_indeed\dba_part_1\1704.html#785,Sarah Mueller,izimmerman@example.com,001-248-437-4417x1581,Sanchez and Sons,Full Stack Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2075.html#21979,Christian Solis,shieldsalec@example.org,001-559-312-9751x9102,SelecTransportation,Senior Software Engineer
C:\Workspace\java\scrape_indeed\java_dev_part_0\1751.html#13163,Michael Hancock,ramoswilliam@example.org,(534)428-9311,Capital,Sr. Java Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\2411.html#10854,Russell Phillips,shunter@example.org,(245)838-0442x10175,Craig Ltd,Lead Information Security Analyst
C:\Workspace\java\scrape_indeed\it_pm_part_1\940.html#9219,William Craig,brianna59@example.net,694-957-5757,Gardner-Mcgee,CEO & It Project Manager
C:\Workspace\java\scrape_indeed\web_dev_part_1\2394.html#29562,Christopher Vazquez,dmarshall@example.com,(877)772-2660x2562,Caesars,Full Stack Developer
C:\Workspace\java\scrape_indeed\dba_part_1\3064.html#2296,Rick Stanley,edwardshah@example.org,906-872-4530,Torres PLC,Database Administrator
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1981.html#25979,Colton Lawson,kreynolds@example.com,+1-805-911-5794x23873,Frye Ltd,System Administrator
C:\Workspace\java\scrape_indeed\it_pm_part_1\956.html#9236,Mark Sutton,mcarr@example.org,545.752.5971x07563,Project,Sr. IT Program Manager at Paxon Energy
C:\Workspace\java\scrape_indeed\it_sa_part_1\35.html#11606,Susan Orr,jbuchanan@example.com,001-553-525-9399,Elliott-Zamora,"Information Security Analyst, Information Security GRC"
C:\Workspace\java\scrape_indeed\net_admin_part_1\2848.html#16835,Rachel Frye,mgalloway@example.net,639.591.4038,Henderson-Cardenas,Consultant
C:\Workspace\java\scrape_indeed\java_dev_part_0\1788.html#13203,Dean Thomas,johnsondawn@example.com,957-727-6829,Kaiser,Sr. DRUPAL DEVELOPER
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2663.html#22632,Donald Hill,lmitchell@example.org,701-805-8752x56806,Department of Housing Preservation &,Senior .NET Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\1757.html#28854,Louis Hodges,mario90@example.net,4275112218,Blue cross blue shield,ReactJS Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\948.html#17720,Isaac Kelly,gutierrezkaren@example.com,(680)586-6281x3721,RJW,NETWORK SERVER ADMINISTRATOR
C:\Workspace\java\scrape_indeed\it_sa_part_1\2499.html#10950,Matthew Grant,dayheidi@example.com,8038322855,The,Jr IT Security Analyst
C:\Workspace\java\scrape_indeed\dba_part_1\1821.html#915,Ralph Vasquez,cpierce@example.org,001-703-439-7051,Gonzalez-Hurst,Database Administrator III
C:\Workspace\java\scrape_indeed\fed_part_1\1683.html#3857,Matthew Hayes,,663.721.0613x39439,Brown-Sims,Front- end Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\2796.html#30008,Stacey King,collinsjavier@example.org,537-365-7692x77894,"Rodriguez, Smith and Johnson",Web Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\427.html#8649,Elizabeth James,,365.614.6040,Baker and Sons,IT Project Manager
C:\Workspace\java\scrape_indeed\it_pm_part_1\552.html#8788,Aaron Santos,shansen@example.com,404.751.9577,"Winters, Barber and Fernandez",Project Manager
C:\Workspace\java\scrape_indeed\dba_part_1\2136.html#1265,Mark Russell,wwatson@example.com,(478)765-6194,Brewer-Hayes,Online English Teacher
C:\Workspace\java\scrape_indeed\fed_part_1\1434.html#3581,Melanie Preston,,+1-229-323-6161,"YAMAHA,",UX/UI Designer & Developer - Freelance Full-time
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2833.html#19815,Dawn Pierce,jodisutton@example.com,515.958.6863x9561,Flowers and Sons,Sr QA
C:\Workspace\java\scrape_indeed\java_dev_part_0\614.html#14354,Stephanie Costa,simpsonruth@example.net,536-443-8130x0041,IMC,PROGRAMMER/ANALYST
C:\Workspace\java\scrape_indeed\it_sa_part_1\2927.html#11426,Melanie Jones,btapia@example.com,+1-260-994-5653x46997,ArcSight,IT Systems Analyst
C:\Workspace\java\scrape_indeed\sys_admin_part_2\2449.html#26499,Michael Watkins,wallssean@example.net,(374)996-8049,Gonzalez Group,System Analyst II
C:\Workspace\java\scrape_indeed\it_sa_part_1\1981.html#10375,James Garner,kelseywilliams@example.org,459.473.7112,"Irwin, Jacobs and Johnson",Global Chief Information Security Officer
C:\Workspace\java\scrape_indeed\java_dev_part_0\670.html#14416,Robert Jordan DDS,cynthia16@example.com,7469861114,Hunter-Sanchez,Senior Application Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\415.html#20135,Brenda Johnson,hudsonelizabeth@example.com,+1-585-484-7129x61803,Anderson-Miles,Web Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\2907.html#16901,Anthony French,warrenjoseph@example.net,9429537337,Consult,IT Consultant/Instructor/Sales Lead
C:\Workspace\java\scrape_indeed\fed_part_1\1692.html#3867,Christopher Tran,,(717)581-9236,National,Full Stack Software Engineer Apprenticeship
C:\Workspace\java\scrape_indeed\java_dev_part_0\1358.html#12726,Jennifer Goodwin,harrellkimberly@example.org,856.479.3279,State,Sr. Java developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\705.html#30827,Joseph Crawford,reynoldsanthony@example.org,+1-712-605-4647,"Jacobs, Calhoun and Wyatt",Web Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2196.html#19107,John Todd,taylordavis@example.com,588-591-4444x98355,Compton-Lee,Sr Python Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\1106.html#6311,Michael Ramirez,,(443)358-8537,"Sharp, Carter and Wright",IT Consultant
C:\Workspace\java\scrape_indeed\it_pm_part_1\3019.html#8436,Madeline Rogers,zbrooks@example.com,001-849-878-5249x141,Texas,IT Project Manager
C:\Workspace\java\scrape_indeed\dba_part_1\2318.html#1467,Colin Villa,,889-863-4067x917,Wilson-White,Professor/Program Chair
C:\Workspace\java\scrape_indeed\soft_dav_part_1\810.html#23658,Robert Brown,,(716)630-9001,Jordan-Hall,Cloud Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\660.html#14405,Laura Adams,mary20@example.net,001-453-326-3890,"Yang, Irwin and Nelson",Java Developer
C:\Workspace\java\scrape_indeed\dba_part_1\1048.html#56,Mr. Ryan Walker,llynch@example.org,310-334-6996x733,Marquez-Ramos,Web Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\462.html#17181,Janice Gilbert,wjohnson@example.com,876.985.5078,"Harris, Thomas and Jones",Network Administrator
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2930.html#22929,Caitlin Gilbert,wrightalicia@example.com,324.526.4236x428,Oliver PLC,Principle Software Engineer
C:\Workspace\java\scrape_indeed\sys_admin_part_1\876.html#24751,Brittany Frederick,kristinnguyen@example.org,001-548-708-8062x20722,"Logan, Ford and Gibson",Systems Administrator
C:\Workspace\java\scrape_indeed\sys_admin_part_1\730.html#24590,Andrea Bennett,mitchellallison@example.com,+1-868-486-8785x99648,ALION,SYSTEMS ADMINISTRATOR
C:\Workspace\java\scrape_indeed\it_pm_part_1\1312.html#6540,Joanna Garza,deborahturner@example.org,(703)574-7677,Anderson-Moyer,Project Lead Software Asset Management
C:\Workspace\java\scrape_indeed\it_sa_part_1\735.html#12034,Charles Bowman,phillipsbrian@example.com,(761)594-5887x0715,Open,IT Security Analyst
C:\Workspace\java\scrape_indeed\java_dev_part_0\517.html#14246,Brianna Dawson MD,hickscrystal@example.com,6767597595,Solis PLC,Java/Application Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2200.html#22119,Andrew Turner,jameshudson@example.com,(268)694-3012,"Webb, Jones and Mcdonald",Lead Data Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\247.html#10918,Dr. Katherine Miller,vcain@example.net,001-657-549-8855x8298,ClickHouse,IT Auditor /Cyber Security Analyst
C:\Workspace\java\scrape_indeed\it_sa_part_1\1989.html#10383,James Knight,,+1-615-506-6626x70551,United,SME Active Cyber Defense Analyst Cyber Threat Intelligence
C:\Workspace\java\scrape_indeed\web_dev_part_1\1890.html#29002,Dr. Timothy Sanders,,392.352.9596,Self,Web Designer Developer
C:\Workspace\java\scrape_indeed\fed_part_1\1959.html#4163,Andrew Carter,erika59@example.org,2245510910,Prince Group,Freelance web development for Boston area digital agencies
C:\Workspace\java\scrape_indeed\sys_admin_part_1\218.html#24021,Kevin Gilbert,deckerjustin@example.org,794.428.1793x406,"Kennedy, Chavez and Lynn",Systems Administrator III (Infrastructure)
C:\Workspace\java\scrape_indeed\web_dev_part_1\721.html#30845,Matthew Briggs,proman@example.com,+1-953-437-2201x09121,Sharp LLC,DEVELOPER
C:\Workspace\java\scrape_indeed\it_sa_part_1\1585.html#9935,Jessica Martinez,sharon37@example.net,6528635100,Saint,Data Security Admin
C:\Workspace\java\scrape_indeed\net_admin_part_1\278.html#16759,Jonathan Barrett,,(856)359-2024,Hutchinson-Cook,Network Administrator
C:\Workspace\java\scrape_indeed\it_sa_part_1\1851.html#10231,Charles Hunt,mkrueger@example.net,(260)305-5955,"Bank of America,",Information Security Analyst
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2283.html#22210,Dr. Jonathan Clark,erin84@example.net,(989)299-3607x9848,Evans-Pearson,software Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\2047.html#13492,Dave Strong,ralph08@example.org,6378360601,Caterpillar,Android Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\2350.html#10786,Tammy Price,gregory30@example.net,(815)537-0124x24462,WellCare,Senior IT Security Governance Analyst
C:\Workspace\java\scrape_indeed\soft_dav_part_1\465.html#23274,Jonathan Conley,edixon@example.net,+1-341-351-5263x840,Thomas and Sons,Senior Software Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1502.html#18337,Ryan Montes,gmiller@example.net,581.692.7788x51905,"Short, Carter and Trevino",Python Developer
C:\Workspace\java\scrape_indeed\fed_part_1\2036.html#4250,Eric Maynard,heathercabrera@example.org,256-618-5174x460,Developertown,Front End /Web Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\2402.html#13887,Emily Humphrey,barrettjoseph@example.org,(711)890-1707,Transunion,Senior Front-end Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2221.html#22142,Deborah Garza,christopherjackson@example.net,001-810-273-2283,Delta,Software Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\1178.html#12526,Sheri Ray,travisyoung@example.com,896.638.4526,Charter,Sr. Java Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2598.html#22559,Luis Preston,mscott@example.com,3165934292,Dawson and Sons,Senior Software Developer / Analyst
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1070.html#24968,James Sanford,susan90@example.net,410.361.5372,Nguyen-Jenkins,Software Developer Intern
C:\Workspace\java\scrape_indeed\web_dev_part_1\807.html#30940,Melanie Ramos,michaelathomas@example.com,(433)277-4604x067,Goodman PLC,Freelance Web Developer
C:\Workspace\java\scrape_indeed\fed_part_1\631.html#5783,Jason Keith,justinthompson@example.org,681.497.5437x3476,Walker-Conway,CEO
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1972.html#18858,Douglas Pacheco,courtneymadden@example.org,(505)486-9507,TechTalent,Sr. Python Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\1603.html#9956,Eric Duran,heather49@example.org,+1-269-799-5167x9335,Ruiz-Allen,Information Security Analyst
C:\Workspace\java\scrape_indeed\java_dev_part_0\1978.html#13414,Darren Bernard,norrisdakota@example.org,960.437.6811,Epic,Sr. Java Full Stack Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1298.html#18109,Daniel Wood,scottsamantha@example.com,349-373-1539,TD,Python Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\1451.html#28515,Raven Herrera,bradleybarker@example.net,(507)636-5118,Simmons LLC,Web Application Developer
C:\Workspace\java\scrape_indeed\dba_part_1\101.html#14,Nicole Hawkins,,001-504-532-2302,Anderson Group,Database Administrator
C:\Workspace\java\scrape_indeed\it_sa_part_1\1187.html#9493,Joseph Peters,olivia29@example.net,+1-593-876-2974x54930,Bennett-Nichols,IT Network/ Security Engineer I
C:\Workspace\java\scrape_indeed\it_pm_part_1\1702.html#6973,Shelly Wilson,rachelhall@example.net,+1-418-576-9208,Allen Inc,Telecommunications Team Lead | E-Commerce Support Lead Tech
C:\Workspace\java\scrape_indeed\java_dev_part_0\476.html#14200,Lisa Wilkerson,ambermiller@example.net,+1-814-945-8220,Synergistic,Java/Full Stack Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2296.html#19218,Robert Johnson,frederick91@example.org,001-737-817-8509x025,"Wilson, Rocha and Brewer",Python/Django Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\429.html#20150,Debbie Miller,carolineray@example.com,278-812-2489x0567,Johnson-Greene,Python Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\2233.html#10656,Holly Underwood,jblair@example.net,9707633699,Davenport-Martinez,IT Risk Manager
C:\Workspace\java\scrape_indeed\net_admin_part_1\1520.html#15361,Kendra Smith,suzanne28@example.com,438.836.3816x4321,"Gregory, Barber and Boyd",Financial Representative
C:\Workspace\java\scrape_indeed\java_dev_part_0\831.html#14595,Mary Parker,eric36@example.net,(958)263-1441,BCBSA,Hadoop/spark Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\844.html#14609,Dorothy Hendrix,wmoore@example.com,001-940-826-3558x24301,Jenkins-Ramirez,Co-owner
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2546.html#22502,Kenneth Briggs,ingramjessica@example.com,288.782.4527,Cisco,Senior Software Engineer
C:\Workspace\java\scrape_indeed\it_pm_part_1\1807.html#7089,Michael Brown,john33@example.com,384.395.1632,Dawson Group,"Project Manager, Process Improvement"
C:\Workspace\java\scrape_indeed\net_admin_part_1\290.html#16893,Michelle Cobb,obrienjames@example.net,837-232-6530,"Jones, Miller and Brady",Network Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\1767.html#15634,Kathleen Nixon,gdavis@example.com,001-488-200-2300x91561,Barker LLC,Datacenter Consultant/Project Administrator
C:\Workspace\java\scrape_indeed\sys_admin_part_2\287.html#26773,Michael Baker,,(309)636-5952x01491,Ryan and Sons,Supervisor
C:\Workspace\java\scrape_indeed\web_dev_part_1\755.html#30882,Joseph Cooper,williskatherine@example.com,522.939.9821,Rogers-Barnes,Web Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\37.html#26865,Timothy Dominguez,david86@example.net,2503537666,Francis Group,SYSTEMS ENGINEER I
C:\Workspace\java\scrape_indeed\fed_part_1\503.html#5641,Jessica Rodriguez,jcoleman@example.net,(693)284-4013,"Galloway, Deleon and Cooper",Front- end Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\204.html#21940,Scott Durham,ricklewis@example.net,(391)601-5709x085,Silverchair,Software Developer
C:\Workspace\java\scrape_indeed\dba_part_1\736.html#2805,Christopher Smith,lbraun@example.org,(399)696-9964x8997,Nichols LLC,Senior Database Administrator
C:\Workspace\java\scrape_indeed\it_sa_part_1\1094.html#9390,Mallory Carroll,markgarcia@example.org,001-884-299-3231x23426,Active,IT Specialist (Tier II Help Desk/Customer Support)
C:\Workspace\java\scrape_indeed\net_admin_part_1\33.html#17034,Michael Branch,omoore@example.org,760.772.3483x893,"Sanchez, Dodson and Taylor",Die Setter
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2190.html#22107,Nicole Huff,maria56@example.net,829-796-5082,"Rhodes, Hamilton and Adams",Software Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1216.html#21025,Janet Gray,,+1-776-312-3859,Aureus,Software Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\80.html#20562,Corey Adams,johnhogan@example.com,340.202.7300x86966,Financial,Software Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\2617.html#11082,William Hughes,charlesbarnett@example.net,200-916-8094x14915,Ayala-Roy,Cyber Security Analyst
C:\Workspace\java\scrape_indeed\dba_part_1\991.html#3088,Shelby Avery,dsims@example.net,(234)940-7779x462,Northern,Application DBA
C:\Workspace\java\scrape_indeed\sys_admin_part_3\401.html#27900,Samantha Livingston,hendrixariana@example.net,540-568-8413,Hall-Pineda,Engineer - Operations Command Center
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1178.html#25087,Emily Espinoza,jamesmoon@example.com,378-417-0321,James and Sons,Lab Information Systems Manager
C:\Workspace\java\scrape_indeed\it_pm_part_1\2434.html#7786,Cynthia Palmer,david78@example.net,(261)433-7184x449,"Morris, Thomas and Foster",Project Manager (Contractor)
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2463.html#22410,Valerie Davis,justin03@example.com,941.467.8127,Jones and Sons,Role Engineer- Software Developer II
C:\Workspace\java\scrape_indeed\it_sa_part_1\1885.html#10268,Sherry Shannon,curtislee@example.net,(429)785-7973x63831,Johnson-Perez,IT Helpdesk Support Analyst-Part Time
C:\Workspace\java\scrape_indeed\it_pm_part_1\213.html#7448,Tina Johnson,hpowell@example.com,406.373.6820x5068,"Cognizant Technology Solutions,","Senior IT Project/ Program Manager, Consultant"
C:\Workspace\java\scrape_indeed\sys_admin_part_2\699.html#27230,Chris Jones,charlesduncan@example.com,001-567-890-8984,"Lynch, Roberts and Payne",Systems Administrator
C:\Workspace\java\scrape_indeed\it_pm_part_1\1376.html#6610,Christopher Mcclain,rosaleslauren@example.net,001-338-369-4842x495,Reed-Garrett,Home Design and Construction Specialist
C:\Workspace\java\scrape_indeed\fed_part_1\2629.html#4908,Tonya Potter,dominguezscott@example.com,(438)267-6738,"Hayes, James and Miller",Web Developer
C:\Workspace\java\scrape_indeed\dba_part_1\1727.html#810,Michelle Alvarado,isimpson@example.com,(582)999-6872x2589,Great,Lead Snr. DBA
C:\Workspace\java\scrape_indeed\dba_part_1\2372.html#1527,Amanda Schneider MD,rossjacob@example.net,750.940.5669,White-Mills,Campaign Manager/Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\2729.html#8113,James Taylor,jacob32@example.net,+1-794-863-3891,Green Ltd,"IT Integration Project Manager, Mergers & Acquisitions"
C:\Workspace\java\scrape_indeed\net_admin_part_1\1826.html#15700,Erin Patel,jennifer72@example.com,(529)326-9335x8951,"Page, Wood and Johnson",Systems Administrator
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\565.html#20301,Kelly Huber,alexis57@example.net,943-403-4918x9117,CVS,Spark/Hadoop Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\1941.html#29059,Joseph Bush,josephjohnson@example.com,764.515.4715,Robinson and Sons,"Photographer, Web Designer/Development Consultant"
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1806.html#25785,Stephen Roth,hluna@example.org,367.650.0942,Johnson LLC,Senior Windows Systems Administrator
C:\Workspace\java\scrape_indeed\dba_part_1\379.html#2408,James Moreno,hortonalexandra@example.net,7928704523,Wu LLC,SQL Server Database Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\1239.html#15048,Susan Parsons,ubrown@example.net,767.887.4422x75854,KNOWESIS,DATA/BILLING ANALYST/FIELD SUPERVISOR
C:\Workspace\java\scrape_indeed\java_dev_part_0\2225.html#13690,Rebecca Stewart,gregory24@example.net,416-650-2000,Fowler-Willis,SPOC
C:\Workspace\java\scrape_indeed\web_dev_part_1\3076.html#30320,Angel Young,lloydmiranda@example.org,405.357.0836,Turner-Rosales,Child Instructor
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1118.html#20916,Janet Willis,sthomas@example.org,(377)546-2025x82543,Ancor,Junior Software developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\1236.html#6455,Christopher Robbins,icooper@example.org,001-676-981-7225x77545,Gray PLC,Manager Assistant
C:\Workspace\java\scrape_indeed\sys_admin_part_1\177.html#23975,Robert Bond,qreyes@example.net,416.308.2717,Fiber,Systems Administrator
C:\Workspace\java\scrape_indeed\soft_dav_part_1\439.html#23245,Daniel Ramos,sararios@example.org,8524229993,Oconnor LLC,Cook
C:\Workspace\java\scrape_indeed\java_dev_part_0\1321.html#12686,Lauren Bowman,angelathomas@example.org,953-598-3584x46177,Morton LLC,Full Stack Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\2399.html#16336,Alejandro Cook,becky79@example.net,001-412-279-9702x9271,Wright-Santana,Network Ops Engineer
C:\Workspace\java\scrape_indeed\java_dev_part_0\1787.html#13202,Cindy Zimmerman,devon88@example.org,(520)412-5608,WellsFargo,Java Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\2702.html#8084,Andrew Juarez,robrien@example.com,288.297.5358x52386,Tyche,Program Manager
C:\Workspace\java\scrape_indeed\fed_part_1\2635.html#4915,Donald Turner,kbrewer@example.net,717-215-2391x02929,Turner Group,Front End Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1955.html#21845,Sean Dixon,salazarjames@example.org,001-367-413-9719,CEVALA,SENIOR SOFTWARE DEVELOPER
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2954.html#22955,Mark Dennis,clarkdavid@example.net,001-876-372-0191x116,Schaefer Ltd,Software Developer
C:\Workspace\java\scrape_indeed\dba_part_1\1161.html#182,Amanda Armstrong,njames@example.net,3273481242,United,Database Administrator (Consultant)
